-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6025   longitude 62.8739 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN
1993,1,1,-1.87,-7.68
1993,1,2,-1.53,-7.19
1993,1,3,-1.5,-6.61
1993,1,4,-1.35,-7.93
1993,1,5,-1.78,-7.6
1993,1,6,-2.32,-7.6
1993,1,7,-1.68,-8.21
1993,1,8,-1.86,-5.89
1993,1,9,2.55,-4.34
1993,1,10,-0.01,-1.6
1993,1,11,1.12,-5.04
1993,1,12,-0.84,-5.58
1993,1,13,-0.84,-5.06
1993,1,14,-1.11,-3.81
1993,1,15,-1.18,-3.57
1993,1,16,-0.96,-2.87
1993,1,17,0.56,-4.84
1993,1,18,-1.48,-6.0
1993,1,19,-1.15,-6.03
1993,1,20,-0.13,-5.33
1993,1,21,-0.24,-5.18
1993,1,22,-0.94,-4.63
1993,1,23,-0.63,-3.94
1993,1,24,0.22,-4.8
1993,1,25,-1.14,-6.44
1993,1,26,-2.16,-8.02
1993,1,27,-0.34,-8.13
1993,1,28,-1.25,-5.75
1993,1,29,-1.68,-6.95
1993,1,30,-3.16,-7.91
1993,1,31,-1.23,-5.88
1993,2,1,-4.24,-9.29
1993,2,2,-4.03,-11.12
1993,2,3,-3.83,-9.55
1993,2,4,-3.46,-8.51
1993,2,5,-3.29,-8.71
1993,2,6,-4.48,-7.61
1993,2,7,-2.46,-7.57
1993,2,8,-4.21,-7.61
1993,2,9,-1.94,-8.07
1993,2,10,-4.03,-8.94
1993,2,11,-6.9,-10.47
1993,2,12,-3.83,-9.88
1993,2,13,-5.53,-9.99
1993,2,14,-5.84,-10.48
1993,2,15,-6.44,-10.67
1993,2,16,-6.16,-10.6
1993,2,17,-5.91,-10.6
1993,2,18,-4.67,-8.66
1993,2,19,-4.54,-10.07
1993,2,20,-7.99,-12.1
1993,2,21,-4.44,-10.71
1993,2,22,-3.55,-9.29
1993,2,23,-4.63,-6.4
1993,2,24,-5.65,-9.9
1993,2,25,-6.81,-10.67
1993,2,26,-7.71,-11.16
1993,2,27,-5.05,-10.92
1993,2,28,-3.52,-9.15
1993,3,1,-7.84,-10.58
1993,3,2,-6.57,-10.27
1993,3,3,-6.73,-11.76
1993,3,4,-8.12,-11.87
1993,3,5,-9.55,-13.38
1993,3,6,-8.58,-13.49
1993,3,7,-9.44,-13.31
1993,3,8,-9.63,-13.1
1993,3,9,-9.42,-13.32
1993,3,10,-7.77,-10.36
1993,3,11,-6.92,-11.0
1993,3,12,-7.98,-11.83
1993,3,13,-11.08,-12.69
1993,3,14,-12.05,-15.96
1993,3,15,-14.43,-18.68
1993,3,16,-16.12,-19.7
1993,3,17,-16.05,-19.98
1993,3,18,-16.63,-18.24
1993,3,19,-14.64,-19.34
1993,3,20,-16.72,-22.21
1993,3,21,-20.09,-24.01
1993,3,22,-18.01,-21.96
1993,3,23,-15.49,-20.58
1993,3,24,-17.05,-21.01
1993,3,25,-13.98,-17.91
1993,3,26,-6.64,-16.49
1993,3,27,-8.78,-11.95
1993,3,28,-11.15,-12.57
1993,3,29,-9.49,-13.31
1993,3,30,-11.08,-14.65
1993,3,31,-12.6,-15.78
1993,4,1,-9.27,-14.98
1993,4,2,-13.12,-18.0
1993,4,3,-18.75,-23.68
1993,4,4,-20.02,-23.28
1993,4,5,-15.25,-21.77
1993,4,6,-10.97,-15.32
1993,4,7,-9.84,-12.14
1993,4,8,-10.87,-13.72
1993,4,9,-10.49,-16.39
1993,4,10,-13.58,-17.57
1993,4,11,-14.98,-17.95
1993,4,12,-18.35,-21.81
1993,4,13,-21.93,-23.92
1993,4,14,-20.66,-25.29
1993,4,15,-15.48,-20.38
1993,4,16,-17.96,-19.29
1993,4,17,-16.39,-19.71
1993,4,18,-16.04,-20.65
1993,4,19,-20.25,-23.79
1993,4,20,-22.06,-25.97
1993,4,21,-21.66,-23.57
1993,4,22,-21.99,-25.8
1993,4,23,-18.03,-24.26
1993,4,24,-17.3,-20.99
1993,4,25,-18.83,-22.11
1993,4,26,-17.74,-23.23
1993,4,27,-21.25,-23.82
1993,4,28,-23.83,-26.29
1993,4,29,-24.99,-27.14
1993,4,30,-26.34,-27.33
1993,5,1,-26.01,-28.62
1993,5,2,-21.01,-26.87
1993,5,3,-24.51,-27.93
1993,5,4,-26.3,-28.13
1993,5,5,-23.8,-26.96
1993,5,6,-23.12,-27.57
1993,5,7,-22.95,-27.25
1993,5,8,-16.12,-22.22
1993,5,9,-11.7,-17.88
1993,5,10,-18.42,-24.45
1993,5,11,-24.03,-27.75
1993,5,12,-27.43,-28.84
1993,5,13,-26.86,-29.68
1993,5,14,-29.63,-32.54
1993,5,15,-25.06,-29.75
1993,5,16,-21.43,-26.53
1993,5,17,-15.86,-21.15
1993,5,18,-15.94,-21.28
1993,5,19,-16.06,-19.55
1993,5,20,-15.77,-20.21
1993,5,21,-20.28,-24.25
1993,5,22,-21.94,-24.74
1993,5,23,-20.06,-23.19
1993,5,24,-19.78,-23.4
1993,5,25,-24.04,-27.05
1993,5,26,-20.91,-24.67
1993,5,27,-18.05,-22.32
1993,5,28,-14.52,-18.94
1993,5,29,-12.95,-19.04
1993,5,30,-19.76,-26.14
1993,5,31,-22.45,-25.15
1993,6,1,-18.97,-22.45
1993,6,2,-19.5,-23.35
1993,6,3,-22.26,-28.58
1993,6,4,-20.5,-28.42
1993,6,5,-16.65,-21.59
1993,6,6,-19.98,-25.43
1993,6,7,-23.0,-28.16
1993,6,8,-15.76,-23.05
1993,6,9,-13.42,-21.22
1993,6,10,-21.37,-23.24
1993,6,11,-22.35,-24.61
1993,6,12,-18.18,-22.27
1993,6,13,-18.5,-23.9
1993,6,14,-23.99,-27.24
1993,6,15,-26.1,-29.46
1993,6,16,-20.89,-27.81
1993,6,17,-18.16,-20.68
1993,6,18,-17.49,-21.46
1993,6,19,-20.15,-22.57
1993,6,20,-21.51,-25.14
1993,6,21,-23.45,-28.33
1993,6,22,-27.01,-28.77
1993,6,23,-24.46,-28.92
1993,6,24,-17.78,-23.58
1993,6,25,-22.75,-26.33
1993,6,26,-19.7,-24.26
1993,6,27,-20.81,-25.35
1993,6,28,-25.02,-29.82
1993,6,29,-22.88,-29.66
1993,6,30,-15.98,-23.25
1993,7,1,-14.32,-16.36
1993,7,2,-14.02,-19.12
1993,7,3,-14.71,-19.0
1993,7,4,-15.5,-20.61
1993,7,5,-18.96,-22.12
1993,7,6,-21.5,-24.21
1993,7,7,-20.66,-23.84
1993,7,8,-20.37,-24.86
1993,7,9,-23.89,-26.48
1993,7,10,-26.86,-30.91
1993,7,11,-29.45,-35.84
1993,7,12,-30.99,-34.06
1993,7,13,-29.52,-31.93
1993,7,14,-19.7,-28.91
1993,7,15,-19.28,-21.7
1993,7,16,-20.2,-24.79
1993,7,17,-23.85,-28.78
1993,7,18,-29.05,-32.24
1993,7,19,-27.95,-30.53
1993,7,20,-25.24,-27.36
1993,7,21,-27.16,-29.48
1993,7,22,-26.06,-31.0
1993,7,23,-20.52,-24.73
1993,7,24,-21.57,-25.16
1993,7,25,-20.21,-26.0
1993,7,26,-16.38,-19.82
1993,7,27,-18.13,-23.81
1993,7,28,-22.58,-25.59
1993,7,29,-19.13,-25.27
1993,7,30,-17.98,-22.82
1993,7,31,-20.96,-22.77
1993,8,1,-20.11,-24.19
1993,8,2,-15.44,-21.25
1993,8,3,-16.7,-20.38
1993,8,4,-14.68,-20.33
1993,8,5,-12.59,-21.38
1993,8,6,-22.24,-27.17
1993,8,7,-25.38,-27.45
1993,8,8,-24.88,-27.47
1993,8,9,-21.96,-26.56
1993,8,10,-23.74,-27.37
1993,8,11,-25.12,-29.22
1993,8,12,-26.28,-29.38
1993,8,13,-26.12,-28.19
1993,8,14,-19.96,-27.75
1993,8,15,-16.76,-20.21
1993,8,16,-16.4,-20.0
1993,8,17,-19.68,-22.84
1993,8,18,-21.5,-23.54
1993,8,19,-23.65,-26.97
1993,8,20,-25.68,-27.33
1993,8,21,-26.42,-28.7
1993,8,22,-28.63,-32.58
1993,8,23,-29.72,-32.25
1993,8,24,-30.19,-33.29
1993,8,25,-33.27,-35.39
1993,8,26,-33.05,-36.06
1993,8,27,-29.81,-35.84
1993,8,28,-30.12,-32.18
1993,8,29,-28.6,-32.45
1993,8,30,-26.3,-30.41
1993,8,31,-21.36,-26.12
1993,9,1,-22.08,-25.39
1993,9,2,-21.17,-25.63
1993,9,3,-24.94,-27.88
1993,9,4,-20.77,-27.75
1993,9,5,-22.56,-27.24
1993,9,6,-26.46,-31.35
1993,9,7,-28.21,-31.42
1993,9,8,-29.21,-31.3
1993,9,9,-23.76,-29.39
1993,9,10,-18.1,-23.77
1993,9,11,-19.95,-24.5
1993,9,12,-16.3,-22.58
1993,9,13,-14.29,-22.38
1993,9,14,-20.25,-24.12
1993,9,15,-22.82,-27.13
1993,9,16,-21.8,-27.17
1993,9,17,-18.97,-23.96
1993,9,18,-17.08,-23.9
1993,9,19,-17.21,-18.6
1993,9,20,-17.72,-21.72
1993,9,21,-18.55,-23.75
1993,9,22,-21.01,-25.47
1993,9,23,-24.28,-27.78
1993,9,24,-20.07,-28.15
1993,9,25,-22.16,-26.05
1993,9,26,-22.01,-25.19
1993,9,27,-21.8,-25.29
1993,9,28,-16.64,-24.56
1993,9,29,-15.64,-18.63
1993,9,30,-14.16,-17.17
1993,10,1,-12.79,-20.3
1993,10,2,-17.29,-21.92
1993,10,3,-16.8,-22.51
1993,10,4,-18.21,-23.47
1993,10,5,-19.43,-24.78
1993,10,6,-15.74,-24.39
1993,10,7,-17.51,-24.35
1993,10,8,-17.3,-24.84
1993,10,9,-11.01,-17.05
1993,10,10,-14.63,-20.52
1993,10,11,-18.92,-28.07
1993,10,12,-23.34,-29.06
1993,10,13,-15.2,-25.74
1993,10,14,-16.62,-23.87
1993,10,15,-16.1,-21.97
1993,10,16,-15.1,-22.55
1993,10,17,-16.1,-20.66
1993,10,18,-14.96,-18.12
1993,10,19,-14.37,-19.1
1993,10,20,-12.38,-17.52
1993,10,21,-8.79,-14.0
1993,10,22,-8.0,-14.86
1993,10,23,-8.24,-15.18
1993,10,24,-9.39,-16.45
1993,10,25,-10.93,-17.66
1993,10,26,-10.35,-18.88
1993,10,27,-11.6,-16.68
1993,10,28,-11.77,-18.47
1993,10,29,-11.1,-19.8
1993,10,30,-10.61,-17.73
1993,10,31,-9.28,-15.37
1993,11,1,-10.06,-14.46
1993,11,2,-10.56,-15.76
1993,11,3,-11.5,-16.51
1993,11,4,-10.77,-17.37
1993,11,5,-11.64,-16.09
1993,11,6,-8.65,-15.04
1993,11,7,-10.26,-17.09
1993,11,8,-9.97,-18.0
1993,11,9,-8.84,-16.95
1993,11,10,-7.93,-15.27
1993,11,11,-10.85,-15.95
1993,11,12,-10.41,-17.8
1993,11,13,-9.24,-17.5
1993,11,14,-10.71,-18.67
1993,11,15,-9.54,-16.51
1993,11,16,-8.85,-15.6
1993,11,17,-8.63,-17.17
1993,11,18,-6.13,-13.91
1993,11,19,-5.04,-13.61
1993,11,20,-5.48,-10.84
1993,11,21,-6.48,-11.91
1993,11,22,-5.76,-13.94
1993,11,23,-5.08,-12.72
1993,11,24,-5.21,-10.79
1993,11,25,-5.42,-12.7
1993,11,26,-6.81,-13.77
1993,11,27,-5.64,-14.23
1993,11,28,-5.73,-12.37
1993,11,29,-5.53,-12.63
1993,11,30,-6.57,-14.08
1993,12,1,-6.3,-13.57
1993,12,2,-5.8,-12.14
1993,12,3,-6.31,-13.38
1993,12,4,-6.06,-14.21
1993,12,5,-7.03,-13.94
1993,12,6,-6.39,-13.85
1993,12,7,-2.89,-9.83
1993,12,8,-3.78,-7.25
1993,12,9,-3.06,-5.73
1993,12,10,-2.86,-9.49
1993,12,11,-3.17,-10.77
1993,12,12,-3.81,-10.19
1993,12,13,-2.85,-10.29
1993,12,14,-3.66,-9.59
1993,12,15,-3.2,-10.37
1993,12,16,-5.78,-11.97
1993,12,17,-5.18,-10.86
1993,12,18,-3.6,-10.39
1993,12,19,-1.89,-6.91
1993,12,20,-1.22,-6.39
1993,12,21,-2.39,-8.08
1993,12,22,-3.44,-6.03
1993,12,23,-1.3,-4.85
1993,12,24,-0.43,-6.28
1993,12,25,-1.03,-7.76
1993,12,26,-1.59,-8.22
1993,12,27,0.11,-5.24
1993,12,28,-1.49,-6.11
1993,12,29,-1.54,-5.13
1993,12,30,-1.03,-5.27
1993,12,31,-2.13,-6.18
1994,1,1,-1.43,-4.44
1994,1,2,-0.43,-2.57
1994,1,3,-0.31,-3.27
1994,1,4,-1.04,-3.49
1994,1,5,-0.76,-2.57
1994,1,6,-1.24,-2.87
1994,1,7,-1.78,-3.64
1994,1,8,-2.02,-4.61
1994,1,9,-1.55,-4.79
1994,1,10,-1.91,-5.37
1994,1,11,-2.33,-5.79
1994,1,12,-2.74,-5.85
1994,1,13,-2.28,-5.14
1994,1,14,-2.5,-6.82
1994,1,15,-3.52,-6.98
1994,1,16,-3.16,-7.51
1994,1,17,-3.03,-8.14
1994,1,18,-1.56,-7.52
1994,1,19,-1.05,-5.47
1994,1,20,-1.6,-3.89
1994,1,21,-0.59,-4.99
1994,1,22,-1.68,-5.06
1994,1,23,-2.29,-4.86
1994,1,24,-2.38,-5.28
1994,1,25,-3.11,-5.64
1994,1,26,-2.78,-7.13
1994,1,27,-4.1,-7.88
1994,1,28,-3.16,-7.32
1994,1,29,-4.85,-8.75
1994,1,30,-5.4,-9.78
1994,1,31,-6.71,-10.41
1994,2,1,-6.06,-9.9
1994,2,2,-4.77,-10.38
1994,2,3,-4.2,-7.46
1994,2,4,-0.99,-4.3
1994,2,5,-2.84,-6.31
1994,2,6,-3.98,-7.55
1994,2,7,-5.09,-8.58
1994,2,8,-4.77,-8.71
1994,2,9,-4.59,-9.31
1994,2,10,-3.81,-9.93
1994,2,11,-2.89,-7.38
1994,2,12,-5.16,-8.53
1994,2,13,-5.58,-8.63
1994,2,14,-5.64,-10.08
1994,2,15,-3.01,-7.6
1994,2,16,-3.16,-6.6
1994,2,17,-6.13,-10.43
1994,2,18,-6.33,-11.2
1994,2,19,-7.69,-13.7
1994,2,20,-8.9,-14.09
1994,2,21,-6.78,-11.58
1994,2,22,-6.11,-9.95
1994,2,23,-6.28,-10.11
1994,2,24,-6.07,-9.65
1994,2,25,-6.22,-11.3
1994,2,26,-9.32,-12.76
1994,2,27,-9.25,-13.89
1994,2,28,-9.9,-14.44
1994,3,1,-9.86,-14.23
1994,3,2,-10.21,-14.99
1994,3,3,-8.3,-14.83
1994,3,4,-7.72,-10.17
1994,3,5,-6.33,-10.12
1994,3,6,-6.17,-8.85
1994,3,7,-8.7,-12.78
1994,3,8,-10.93,-13.32
1994,3,9,-11.3,-13.49
1994,3,10,-11.83,-15.69
1994,3,11,-12.87,-16.2
1994,3,12,-14.67,-17.01
1994,3,13,-13.99,-17.3
1994,3,14,-11.89,-17.24
1994,3,15,-12.86,-16.24
1994,3,16,-14.41,-17.57
1994,3,17,-12.91,-17.69
1994,3,18,-10.83,-13.2
1994,3,19,-8.67,-12.21
1994,3,20,-7.13,-9.04
1994,3,21,-7.57,-11.91
1994,3,22,-11.31,-15.17
1994,3,23,-14.65,-19.04
1994,3,24,-13.23,-19.43
1994,3,25,-12.64,-17.35
1994,3,26,-12.59,-16.37
1994,3,27,-14.46,-17.15
1994,3,28,-11.67,-16.81
1994,3,29,-12.02,-16.0
1994,3,30,-16.15,-18.13
1994,3,31,-14.2,-17.77
1994,4,1,-12.9,-18.34
1994,4,2,-12.4,-16.67
1994,4,3,-12.09,-15.98
1994,4,4,-14.39,-16.97
1994,4,5,-16.89,-26.0
1994,4,6,-22.73,-26.47
1994,4,7,-15.33,-22.48
1994,4,8,-11.49,-15.88
1994,4,9,-13.34,-16.35
1994,4,10,-17.76,-22.17
1994,4,11,-16.92,-19.47
1994,4,12,-11.61,-17.04
1994,4,13,-9.91,-11.54
1994,4,14,-7.44,-11.33
1994,4,15,-11.12,-12.76
1994,4,16,-12.46,-16.42
1994,4,17,-17.0,-20.51
1994,4,18,-16.26,-20.57
1994,4,19,-16.2,-19.34
1994,4,20,-19.61,-22.03
1994,4,21,-19.68,-22.77
1994,4,22,-18.02,-21.27
1994,4,23,-20.05,-22.45
1994,4,24,-22.51,-24.1
1994,4,25,-21.28,-24.96
1994,4,26,-23.72,-25.39
1994,4,27,-23.41,-27.23
1994,4,28,-24.13,-27.85
1994,4,29,-21.59,-26.69
1994,4,30,-21.59,-26.71
1994,5,1,-20.25,-23.11
1994,5,2,-22.81,-25.08
1994,5,3,-25.58,-29.66
1994,5,4,-25.86,-29.24
1994,5,5,-22.64,-27.47
1994,5,6,-23.96,-26.38
1994,5,7,-20.78,-25.47
1994,5,8,-21.69,-23.62
1994,5,9,-20.19,-25.7
1994,5,10,-17.13,-20.74
1994,5,11,-15.43,-19.48
1994,5,12,-14.01,-17.77
1994,5,13,-17.1,-21.29
1994,5,14,-20.3,-23.74
1994,5,15,-20.8,-25.51
1994,5,16,-18.69,-21.67
1994,5,17,-17.77,-19.4
1994,5,18,-18.94,-25.48
1994,5,19,-24.96,-30.16
1994,5,20,-30.4,-33.58
1994,5,21,-24.43,-32.28
1994,5,22,-20.61,-24.21
1994,5,23,-19.75,-21.62
1994,5,24,-21.31,-24.1
1994,5,25,-22.95,-25.62
1994,5,26,-25.08,-28.34
1994,5,27,-26.78,-28.74
1994,5,28,-23.28,-27.75
1994,5,29,-22.47,-26.03
1994,5,30,-17.14,-22.14
1994,5,31,-15.7,-20.28
1994,6,1,-18.6,-20.72
1994,6,2,-18.01,-21.99
1994,6,3,-18.88,-21.27
1994,6,4,-18.74,-23.41
1994,6,5,-22.64,-25.83
1994,6,6,-21.09,-24.31
1994,6,7,-17.0,-21.52
1994,6,8,-20.63,-22.97
1994,6,9,-21.77,-25.92
1994,6,10,-17.57,-21.93
1994,6,11,-18.32,-20.97
1994,6,12,-13.1,-20.5
1994,6,13,-11.65,-14.01
1994,6,14,-10.59,-12.44
1994,6,15,-11.37,-18.73
1994,6,16,-12.05,-20.11
1994,6,17,-7.67,-11.99
1994,6,18,-5.4,-12.67
1994,6,19,-12.69,-16.75
1994,6,20,-8.99,-12.33
1994,6,21,-9.03,-10.67
1994,6,22,-10.11,-12.84
1994,6,23,-12.49,-15.59
1994,6,24,-12.89,-15.37
1994,6,25,-12.53,-13.88
1994,6,26,-12.56,-14.9
1994,6,27,-13.78,-18.23
1994,6,28,-17.17,-21.14
1994,6,29,-14.24,-21.74
1994,6,30,-7.68,-13.79
1994,7,1,-8.97,-14.57
1994,7,2,-14.35,-18.27
1994,7,3,-18.16,-21.29
1994,7,4,-19.83,-21.26
1994,7,5,-18.9,-23.66
1994,7,6,-17.34,-18.77
1994,7,7,-13.94,-17.91
1994,7,8,-13.31,-21.88
1994,7,9,-20.03,-24.2
1994,7,10,-15.37,-23.86
1994,7,11,-17.39,-22.02
1994,7,12,-21.09,-22.63
1994,7,13,-17.65,-21.32
1994,7,14,-14.19,-17.57
1994,7,15,-12.44,-14.2
1994,7,16,-12.53,-14.49
1994,7,17,-11.54,-16.44
1994,7,18,-16.68,-20.03
1994,7,19,-16.15,-20.68
1994,7,20,-16.53,-20.48
1994,7,21,-16.47,-18.63
1994,7,22,-15.6,-17.62
1994,7,23,-17.47,-21.87
1994,7,24,-22.18,-24.84
1994,7,25,-24.03,-26.27
1994,7,26,-24.14,-26.51
1994,7,27,-23.21,-26.02
1994,7,28,-23.23,-26.7
1994,7,29,-21.05,-26.55
1994,7,30,-15.25,-21.88
1994,7,31,-17.31,-20.96
1994,8,1,-20.27,-23.61
1994,8,2,-16.74,-22.55
1994,8,3,-16.54,-22.81
1994,8,4,-20.22,-22.5
1994,8,5,-21.38,-24.47
1994,8,6,-22.76,-25.58
1994,8,7,-24.74,-27.42
1994,8,8,-25.7,-28.07
1994,8,9,-22.12,-29.26
1994,8,10,-10.76,-21.27
1994,8,11,-15.43,-22.21
1994,8,12,-17.86,-22.08
1994,8,13,-18.72,-20.94
1994,8,14,-18.79,-23.49
1994,8,15,-23.52,-27.93
1994,8,16,-21.8,-27.78
1994,8,17,-22.09,-25.03
1994,8,18,-22.0,-27.35
1994,8,19,-22.34,-27.68
1994,8,20,-25.17,-27.96
1994,8,21,-26.97,-29.53
1994,8,22,-29.89,-32.87
1994,8,23,-29.92,-33.1
1994,8,24,-23.86,-29.71
1994,8,25,-24.55,-27.74
1994,8,26,-25.02,-28.39
1994,8,27,-23.83,-27.45
1994,8,28,-27.15,-30.42
1994,8,29,-24.11,-30.64
1994,8,30,-14.11,-23.95
1994,8,31,-12.92,-14.21
1994,9,1,-14.41,-18.97
1994,9,2,-19.91,-22.82
1994,9,3,-20.06,-24.16
1994,9,4,-20.14,-24.22
1994,9,5,-20.1,-22.91
1994,9,6,-20.09,-23.87
1994,9,7,-22.05,-25.23
1994,9,8,-23.35,-27.21
1994,9,9,-21.53,-26.41
1994,9,10,-14.84,-22.46
1994,9,11,-13.39,-19.18
1994,9,12,-15.93,-20.53
1994,9,13,-20.94,-24.73
1994,9,14,-19.43,-25.34
1994,9,15,-18.04,-22.78
1994,9,16,-15.23,-19.73
1994,9,17,-11.42,-16.52
1994,9,18,-12.13,-18.21
1994,9,19,-11.34,-18.55
1994,9,20,-12.01,-17.01
1994,9,21,-15.01,-21.26
1994,9,22,-19.57,-23.89
1994,9,23,-21.39,-26.51
1994,9,24,-23.2,-27.0
1994,9,25,-16.8,-23.94
1994,9,26,-11.74,-17.87
1994,9,27,-13.34,-16.82
1994,9,28,-16.53,-20.87
1994,9,29,-15.95,-20.88
1994,9,30,-8.85,-19.7
1994,10,1,-5.88,-8.64
1994,10,2,-7.91,-12.53
1994,10,3,-9.41,-12.46
1994,10,4,-8.66,-14.22
1994,10,5,-9.03,-14.45
1994,10,6,-10.72,-14.67
1994,10,7,-14.43,-19.04
1994,10,8,-15.14,-21.89
1994,10,9,-16.15,-23.22
1994,10,10,-16.48,-21.86
1994,10,11,-14.23,-21.24
1994,10,12,-18.08,-23.03
1994,10,13,-16.48,-23.59
1994,10,14,-12.8,-21.25
1994,10,15,-16.8,-21.71
1994,10,16,-16.49,-22.0
1994,10,17,-12.41,-18.05
1994,10,18,-12.39,-18.58
1994,10,19,-15.01,-19.16
1994,10,20,-14.37,-20.28
1994,10,21,-11.17,-14.76
1994,10,22,-9.39,-13.18
1994,10,23,-10.05,-16.72
1994,10,24,-11.54,-18.34
1994,10,25,-13.08,-17.5
1994,10,26,-12.0,-19.66
1994,10,27,-12.29,-20.37
1994,10,28,-14.71,-21.35
1994,10,29,-15.54,-22.2
1994,10,30,-17.04,-23.57
1994,10,31,-14.59,-22.97
1994,11,1,-12.6,-21.6
1994,11,2,-12.55,-20.39
1994,11,3,-12.43,-20.23
1994,11,4,-13.58,-22.23
1994,11,5,-13.9,-15.98
1994,11,6,-9.18,-13.95
1994,11,7,-6.4,-13.21
1994,11,8,-6.03,-14.62
1994,11,9,-8.36,-14.38
1994,11,10,-7.6,-13.76
1994,11,11,-6.24,-11.72
1994,11,12,-4.94,-12.2
1994,11,13,-2.18,-8.42
1994,11,14,-3.86,-9.3
1994,11,15,-5.83,-11.65
1994,11,16,-6.19,-12.06
1994,11,17,-5.79,-11.36
1994,11,18,-6.13,-12.22
1994,11,19,-6.42,-14.13
1994,11,20,-6.98,-14.1
1994,11,21,-7.49,-13.3
1994,11,22,-6.13,-12.67
1994,11,23,-6.72,-8.82
1994,11,24,-6.48,-8.76
1994,11,25,-5.02,-9.04
1994,11,26,-3.43,-9.37
1994,11,27,-6.58,-12.71
1994,11,28,-7.05,-14.29
1994,11,29,-6.35,-13.81
1994,11,30,-5.65,-10.02
1994,12,1,-4.68,-8.1
1994,12,2,-3.4,-8.59
1994,12,3,-4.27,-10.81
1994,12,4,-7.09,-9.11
1994,12,5,-3.18,-8.6
1994,12,6,-1.33,-7.47
1994,12,7,-3.19,-7.66
1994,12,8,-6.16,-7.76
1994,12,9,-3.32,-7.4
1994,12,10,-3.4,-10.68
1994,12,11,-5.42,-11.89
1994,12,12,-4.31,-8.64
1994,12,13,-2.95,-10.37
1994,12,14,-2.63,-10.26
1994,12,15,-3.14,-8.59
1994,12,16,-2.0,-9.38
1994,12,17,-2.47,-9.0
1994,12,18,-2.21,-8.57
1994,12,19,-3.51,-9.3
1994,12,20,-3.59,-8.78
1994,12,21,-3.23,-8.95
1994,12,22,-2.7,-9.41
1994,12,23,-2.61,-8.2
1994,12,24,-2.73,-9.94
1994,12,25,-2.63,-10.19
1994,12,26,-1.36,-7.27
1994,12,27,-0.3,-6.54
1994,12,28,-1.97,-7.58
1994,12,29,-2.58,-8.7
1994,12,30,-2.07,-9.25
1994,12,31,-2.38,-9.24
1995,1,1,-2.77,-9.19
1995,1,2,-3.61,-9.47
1995,1,3,-4.07,-11.49
1995,1,4,-3.82,-10.72
1995,1,5,-2.4,-8.02
1995,1,6,-2.5,-6.66
1995,1,7,-0.07,-4.83
1995,1,8,1.14,-1.05
1995,1,9,0.48,-4.41
1995,1,10,-1.02,-5.16
1995,1,11,-2.54,-6.75
1995,1,12,-1.74,-6.27
1995,1,13,-1.67,-5.52
1995,1,14,-1.1,-6.07
1995,1,15,-2.0,-7.72
1995,1,16,-2.4,-7.17
1995,1,17,-3.15,-5.87
1995,1,18,-3.13,-7.8
1995,1,19,-3.4,-9.76
1995,1,20,-4.04,-11.91
1995,1,21,-3.49,-10.82
1995,1,22,-2.69,-11.78
1995,1,23,-3.3,-11.67
1995,1,24,-3.18,-10.41
1995,1,25,-3.38,-10.47
1995,1,26,-4.87,-10.88
1995,1,27,-4.3,-10.3
1995,1,28,-5.46,-11.57
1995,1,29,-4.12,-12.53
1995,1,30,-3.73,-10.23
1995,1,31,-4.69,-11.63
1995,2,1,-3.72,-9.73
1995,2,2,-5.98,-10.59
1995,2,3,-2.79,-7.06
1995,2,4,-3.16,-6.62
1995,2,5,-2.39,-8.46
1995,2,6,-1.82,-8.76
1995,2,7,-2.0,-8.42
1995,2,8,-3.8,-10.04
1995,2,9,-5.47,-12.1
1995,2,10,-5.73,-11.17
1995,2,11,-5.0,-12.32
1995,2,12,-4.61,-9.96
1995,2,13,-6.37,-9.8
1995,2,14,-6.26,-11.73
1995,2,15,-7.41,-12.18
1995,2,16,-4.68,-11.61
1995,2,17,-1.44,-8.42
1995,2,18,-4.14,-11.11
1995,2,19,-6.94,-12.6
1995,2,20,-6.91,-12.53
1995,2,21,-5.52,-13.72
1995,2,22,-7.42,-8.94
1995,2,23,-6.24,-8.87
1995,2,24,-5.49,-11.93
1995,2,25,-7.12,-12.75
1995,2,26,-9.32,-14.48
1995,2,27,-9.65,-15.47
1995,2,28,-10.77,-16.14
1995,3,1,-12.59,-17.14
1995,3,2,-11.13,-14.89
1995,3,3,-12.54,-17.2
1995,3,4,-14.08,-18.35
1995,3,5,-11.36,-18.39
1995,3,6,-7.92,-14.62
1995,3,7,-9.98,-14.69
1995,3,8,-11.85,-16.13
1995,3,9,-9.3,-13.91
1995,3,10,-7.85,-11.26
1995,3,11,-8.92,-13.56
1995,3,12,-10.11,-15.3
1995,3,13,-12.41,-17.38
1995,3,14,-11.55,-17.62
1995,3,15,-10.88,-15.35
1995,3,16,-13.93,-16.68
1995,3,17,-12.9,-16.71
1995,3,18,-14.59,-18.32
